,pr_number,po_number,pr_po_no,uid_number,activity,date,item,item_line,po_line,gr_number,gr_line,inv_line,wf_line
86,4121135487,5620503976,,,PR Purchase Request,20240103 14:30:30.000000,10,['i2137'],,0,,,
87,4121135319,5620505483,,,PR Purchase Request,20240103 14:50:15.000000,10,['i2181'],,0,,,
88,4121135486,5620503969,,,PR Purchase Request,20240103 14:50:45.000000,10,['i2136'],,0,,,
89,4121135485,5620503959,,,PR Purchase Request,20240103 14:59:37.000000,10,['i2129'],,0,,,
90,4121135484,5620503840,,,PR Purchase Request,20240103 15:15:30.000000,10,['i2128'],,0,,,
91,4121135483,5620503829,,,PR Purchase Request,20240103 15:20:06.000000,10,['i2127'],,0,,,
92,4121135499,5911240252,,,PR Purchase Request,20240103 15:59:58.000000,10,['i80093'],,0,,,
93,4121135714,5620505483,,,PR Purchase Request,20240103 16:27:24.000000,10,['i2181'],,0,,,
94,4120599482,5620504441,,,PO From SAP,20240103 16:50:00.000000,"10, 20","['i2144', 'i2145']",['po28'],0,,,
95,4120584435,5620504440,,,PO From SAP,20240103 16:51:39.000000,"10, 20","['i2142', 'i2143']",['po27'],0,,,
96,0,5620501144,,,PO From SAP,20240103 17:15:14.000000,"10, 20","['i2123', 'i2124']",['po21'],0,,,
97,0,5620501005,,,PO From SAP,20240103 18:24:02.000000,10,['i2122'],['po20'],0,,,
98,0,6221388739,,,PO From WISE,20240103 18:35:14.000000,10,['i83254'],['po22996'],0,,,
99,0,5620501148,,,PO From SAP,20240103 19:12:34.000000,"10, 20","['i2125', 'i2126']",['po22'],0,,,
100,0,5620503964,,,PO From SAP,20240103 19:25:36.000000,"10, 20, 30, 40, 50, 60","['i2130', 'i2131', 'i2132', 'i2133', 'i2134', 'i2135']",['po23'],0,,,
101,0,5620504027,,,PO From SAP,20240103 02:25:15.000000,10,['i2139'],['po25'],0,,,
102,0,5620504034,,,PO From SAP,20240103 03:55:59.000000,10,['i2140'],['po26'],0,,,
103,0,5620504781,,,PO From SAP,20240103 04:16:01.000000,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260, 270, 280, 290","['i2148', 'i2149', 'i2150', 'i2151', 'i2152', 'i2153', 'i2154', 'i2155', 'i2156', 'i2157', 'i2158', 'i2159', 'i2160', 'i2161', 'i2162', 'i2163', 'i2164', 'i2165', 'i2166', 'i2167', 'i2168', 'i2169', 'i2170', 'i2171', 'i2172', 'i2173', 'i2174', 'i2175', 'i2176']",['po30'],0,,,
104,0,5620504786,,,PO From SAP,20240103 04:37:31.000000,"10, 20, 30","['i2177', 'i2178', 'i2179']",['po31'],0,,,
105,0,5620504795,,,PO From SAP,20240103 04:42:14.000000,10,['i2180'],['po32'],0,,,
106,4120891854,5620504442,,,PO From SAP,20240103 05:09:36.000000,"10, 20","['i2146', 'i2147']",['po29'],0,,,
107,0,6221388620,,,PO From WISE,20240103 05:38:36.000000,10,['i83253'],['po22995'],0,,,
108,0,5620504026,,,PO From SAP,20240103 05:52:56.000000,10,['i2138'],['po24'],0,,,
109,4121133705,5620500956,,,PO From SAP,20240103 06:14:55.000000,40,['i2118'],['po18'],0,,,
110,4121133589,5620500994,,,PO From SAP,20240103 06:19:07.000000,20,['i2121'],['po19'],0,,,
111,4121133624,5620500956,,,PO From SAP,20240103 06:30:58.000000,30,['i2117'],['po18'],0,,,
112,4121133569,5620500956,,,PO From SAP,20240103 06:47:51.000000,20,['i2116'],['po18'],0,,,
113,4121133240,5620500956,,,PO From SAP,20240103 06:58:13.000000,10,['i2115'],['po18'],0,,,
114,4121135503,5811271099,,,PO From SAP,20240103 07:04:41.000000,"10, 20, 30","['i75375', 'i75376', 'i75377']",['po21101'],0,,,
115,4121134205,5620500956,,,PO From SAP,20240103 07:51:55.000000,50,['i2119'],['po18'],0,,,
116,0,5620498881,,,GR Goods Receipt,20240103 09:01:33.000000,"10, 20, 30, 40","['i2099', 'i2100', 'i2101', 'i2102']",['po8'],5010654611,['gr2422'],,
117,0,5620487087,0-5620487087,651E1F29D7F040D7A89ACBD058F9CE24,Invoice Created,20240103 09:04:32.000000,10,['i1887'],,0,,['v11965'],
118,0,5620487087,0-5620487087,651E1F29D7F040D7A89ACBD058F9CE24,Invoice Posted,20240103 09:06:19.000000,10,['i1887'],,0,,['v11965'],
119,0,5620504026,,,GR Goods Receipt,20240103 09:31:30.000000,10,['i2138'],['po24'],4919082043,['gr2442'],,
120,0,5620504027,,,GR Goods Receipt,20240103 09:41:56.000000,10,['i2139'],['po25'],4919081885,['gr2443'],,
121,0,5620504034,,,GR Goods Receipt,20240103 09:57:37.000000,10,['i2140'],['po26'],4919082182,['gr2444'],,
122,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,Invoice Created,20240103 10:16:45.000000,10,['i83035'],,0,,['v21987'],
123,0,6221375404,0-6221375404,53A5E979C1CB48268250B4D9B68126F8,Invoice Created,20240103 10:38:31.000000,10,['i82904'],,0,,['v9916'],
124,0,6221375405,0-6221375405,2397EB8E0373442987630058F0984D0D,Invoice Created,20240103 11:03:14.000000,10,['i82906'],,0,,['v4227'],
125,0,6221375405,0-6221375405,EB7745AFBE84410A88716F14685F5B24,Invoice Created,20240103 11:21:13.000000,20,['i82907'],,0,,['v27828'],
126,0,6221379257,0-6221379257,25C0A2534EC245D998783393D71BCCEE,Invoice Errors,20240103 11:43:01.000000,10,['i83007'],,0,,['v7653'],
127,0,6221379257,0-6221379257,25C0A2534EC245D998783393D71BCCEE,WF GR_Missing_Released,20240103 11:46:18.000000,10,['i83007'],,0,,['v7653'],['wf7101']
128,0,6221388620,,,GR Goods Receipt,20240103 11:55:19.000000,10,['i83253'],['po22995'],5010656307,['gr48646'],,
129,0,6221263817,0-6221263817,4112052FD350499FBDB33753086F1ED1,Invoice Errors,20240103 12:09:08.000000,10,['i82402'],,0,,['v786'],
130,0,6221263817,0-6221263817,4112052FD350499FBDB33753086F1ED1,WF GR_Missing_Released,20240103 12:18:59.000000,10,['i82402'],,0,,['v786'],['wf722']
131,4121130327,5620498637,,,GR Goods Receipt,20240103 12:31:43.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
132,4121130288,5620498637,,,GR Goods Receipt,20240103 12:37:05.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
133,4121130658,5620498637,,,GR Goods Receipt,20240103 12:52:35.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
134,4121133569,5620500956,,,GR Goods Receipt,20240103 13:12:18.000000,"10, 20, 30, 50","['i2115', 'i2116', 'i2117', 'i2119']",['po18'],5010657267,['gr2433'],,
135,4121130391,5620498637,,,GR Goods Receipt,20240103 13:13:28.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
136,4121133240,5620500956,,,GR Goods Receipt,20240103 13:14:36.000000,"10, 20, 30, 50","['i2115', 'i2116', 'i2117', 'i2119']",['po18'],5010657267,['gr2433'],,
137,4121130659,5620498637,,,GR Goods Receipt,20240103 13:25:00.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
138,4121130326,5620498637,,,GR Goods Receipt,20240103 13:31:33.000000,20,['i2065'],['po1'],5010657267,['gr2411'],,
139,4121134205,5620500956,,,GR Goods Receipt,20240103 13:38:37.000000,"10, 20, 30, 50","['i2115', 'i2116', 'i2117', 'i2119']",['po18'],5010657267,['gr2433'],,
140,4121133705,5620500956,,,GR Goods Receipt,20240103 14:02:15.000000,"10, 20, 30, 50","['i2115', 'i2116', 'i2117', 'i2119']",['po18'],5010657267,['gr2433'],,
141,4121133624,5620500956,,,GR Goods Receipt,20240103 14:13:59.000000,"10, 20, 30, 50","['i2115', 'i2116', 'i2117', 'i2119']",['po18'],5010657267,['gr2433'],,
142,0,6221263817,0-6221263817,4112052FD350499FBDB33753086F1ED1,Invoice Posted,20240103 14:20:21.000000,10,['i82402'],,0,,['v786'],
143,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice Errors,20240103 14:33:02.000000,10,['i83167'],,0,,['v23188'],
144,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,WF GR_Missing_Sent,20240103 14:38:17.000000,10,['i83167'],,0,,['v23188'],['wf21424']
145,0,6221386333,0-6221386333,C399F9490AC547AE9DE25503BD424489,Invoice WF_GR_MISSING,20240103 14:56:47.000000,10,['i83167'],,0,,['v23188'],['wf21424']
146,0,6221379257,0-6221379257,C1944DECEA564870B413D894BE1B3C2C,Invoice WF_GR_MISSING,20240103 15:09:34.000000,10,['i83007'],,0,,['v489'],['wf457']
147,0,6221379257,0-6221379257,C1944DECEA564870B413D894BE1B3C2C,WF GR_Missing_Sent,20240103 15:18:00.000000,10,['i83007'],,0,,['v489'],['wf457']
148,0,6221379257,0-6221379257,25C0A2534EC245D998783393D71BCCEE,Invoice Errors,20240103 15:29:49.000000,10,['i83007'],,0,,['v7653'],
149,0,6221379257,0-6221379257,25C0A2534EC245D998783393D71BCCEE,Invoice Posted,20240103 15:35:07.000000,10,['i83007'],,0,,['v7653'],
150,0,5620504781,,,GR Goods Receipt,20240103 15:54:46.000000,"10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260, 270, 280, 290","['i2148', 'i2149', 'i2150', 'i2151', 'i2152', 'i2153', 'i2154', 'i2155', 'i2156', 'i2157', 'i2158', 'i2159', 'i2160', 'i2161', 'i2162', 'i2163', 'i2164', 'i2165', 'i2166', 'i2167', 'i2168', 'i2169', 'i2170', 'i2171', 'i2172', 'i2173', 'i2174', 'i2175', 'i2176']",['po30'],5010657934,['gr2451'],,
151,0,5620504786,,,GR Goods Receipt,20240103 16:18:29.000000,"10, 20, 30","['i2177', 'i2178', 'i2179']",['po31'],5010658001,['gr2452'],,
152,0,5620504795,,,GR Goods Receipt,20240103 16:33:51.000000,10,['i2180'],['po32'],4919092438,['gr2453'],,
153,4121138335,5620507095,,,PR Purchase Request,20240106 16:38:50.000000,10,['i2236'],,0,,,
154,4121138334,5620507097,,,PR Purchase Request,20240106 16:47:42.000000,10,['i2240'],,0,,,
155,4121138552,5620507218,,,PR Purchase Request,20240106 17:02:06.000000,10,['i2246'],,0,,,
156,4121138355,5620507229,,,PR Purchase Request,20240106 17:39:50.000000,10,['i2255'],,0,,,
157,4121138349,5620509327,,,PR Purchase Request,20240106 17:48:10.000000,20,['i2349'],,0,,,
158,4121138208,5620510906,,,PR Purchase Request,20240106 18:07:15.000000,10,['i2443'],,0,,,
159,4121138248,5620507229,,,PR Purchase Request,20240106 18:11:14.000000,10,['i2255'],,0,,,
160,4121138291,5620507098,,,PR Purchase Request,20240106 18:37:15.000000,10,['i2242'],,0,,,
161,4120560815,5620506026,,,PR Purchase Request,20240106 18:55:38.000000,150,['i2223'],,0,,,
162,4121138354,5620507229,,,PR Purchase Request,20240106 19:10:43.000000,10,['i2255'],,0,,,
163,4121138353,5620507229,,,PR Purchase Request,20240106 19:43:45.000000,10,['i2255'],,0,,,
164,4121138066,5620506027,,,PR Purchase Request,20240106 21:30:34.000000,10,['i2224'],,0,,,
165,4121138292,5620507099,,,PR Purchase Request,20240106 21:35:25.000000,10,['i2244'],,0,,,
166,4121138063,5620507218,,,PR Purchase Request,20240106 21:39:09.000000,10,['i2246'],,0,,,
167,21855174,5620509358,,,PR Purchase Request,20240106 01:19:11.000000,40,['i2357'],,0,,,
168,4121137950,5620506037,,,PR Purchase Request,20240106 01:51:25.000000,10,['i2226'],,0,,,
169,4121137960,5620507218,,,PR Purchase Request,20240106 01:59:34.000000,10,['i2246'],,0,,,
170,4121138018,5620507218,,,PR Purchase Request,20240106 02:00:17.000000,10,['i2246'],,0,,,
171,4121137986,0,,,PR Cancelled,20240106 02:00:51.000000,10,['i0'],,0,,,
172,4121138321,5620507097,,,PR Purchase Request,20240106 02:30:48.000000,10,['i2240'],,0,,,
173,4121138320,5620507094,,,PR Purchase Request,20240106 02:37:59.000000,10,['i2234'],,0,,,
174,4121138319,5620507099,,,PR Purchase Request,20240106 02:42:26.000000,10,['i2244'],,0,,,
175,4121138029,5620507218,,,PR Purchase Request,20240106 02:54:59.000000,10,['i2246'],,0,,,
176,4121137931,5620507096,,,PR Purchase Request,20240106 03:01:13.000000,10,['i2238'],,0,,,
177,4121137930,5620507096,,,PR Purchase Request,20240106 03:53:15.000000,10,['i2238'],,0,,,
178,4121137652,5620506033,,,PR Purchase Request,20240106 03:57:11.000000,10,['i2225'],,0,,,
179,4121137956,5620507218,,,PR Purchase Request,20240106 04:21:51.000000,10,['i2246'],,0,,,
180,4121138318,5620507098,,,PR Purchase Request,20240106 04:28:39.000000,10,['i2242'],,0,,,
181,4121137996,0,,,PR Cancelled,20240106 04:48:26.000000,10,['i0'],,0,,,
182,4121137990,5620507218,,,PR Purchase Request,20240106 04:48:52.000000,10,['i2246'],,0,,,
183,4121138017,5620530295,,,PR Purchase Request,20240106 04:54:03.000000,10,['i3311'],,0,,,
184,21855156,5620509352,,,PR Purchase Request,20240106 04:57:05.000000,10,['i2352'],,0,,,
185,21855135,5620507785,,,PR Purchase Request,20240106 05:07:14.000000,10,['i2285'],,0,,,
186,4121138068,5620507218,,,PR Purchase Request,20240106 05:13:31.000000,10,['i2246'],,0,,,
187,4121138079,5620519388,,,PR Purchase Request,20240106 05:20:00.000000,10,['i2900'],,0,,,
188,4121138051,5620505816,,,PR Purchase Request,20240106 05:24:16.000000,10,['i2220'],,0,,,
189,4121138333,5620507094,,,PR Purchase Request,20240106 05:29:28.000000,10,['i2234'],,0,,,
190,4121138168,5620517401,,,PR Purchase Request,20240106 05:47:05.000000,10,['i2600'],,0,,,
191,4121137989,5620507218,,,PR Purchase Request,20240106 05:52:15.000000,10,['i2246'],,0,,,
192,4120521832,5620517548,,,PR Purchase Request,20240106 06:01:08.000000,180,['i2639'],,0,,,
193,4121138323,5620507095,,,PR Purchase Request,20240106 06:02:49.000000,10,['i2236'],,0,,,
194,4120838604,5620517375,,,PR Purchase Request,20240106 06:11:16.000000,50,['i2594'],,0,,,
195,21855157,5620509218,,,PR Purchase Request,20240106 06:11:59.000000,10,['i2340'],,0,,,
196,4120339479,5620505652,,,PO From SAP,20240106 06:19:15.000000,10,['i2193'],['po39'],0,,,
197,0,6221389130,,,PO From WISE,20240106 06:28:15.000000,10,['i83289'],['po23015'],0,,,
198,0,6221389034,,,PO From WISE,20240106 06:30:28.000000,"10, 20","['i83287', 'i83288']",['po23014'],0,,,
199,4121137931,5620507096,,,PO From SAP,20240106 06:34:08.000000,20,['i2239'],['po59'],0,,,
200,0,6221389176,,,PO From WISE,20240106 06:37:04.000000,10,['i83290'],['po23016'],0,,,
201,0,6221389267,,,PO From WISE,20240106 06:40:34.000000,10,['i83292'],['po23018'],0,,,
202,4120560815,5620506026,,,PO From SAP,20240106 06:41:24.000000,10,['i2222'],['po53'],0,,,
203,4120552074,5620505660,,,PO From SAP,20240106 07:03:51.000000,10,['i2196'],['po41'],0,,,
204,4120339479,5620505692,,,PO From SAP,20240106 07:34:34.000000,10,['i2200'],['po43'],0,,,
205,4121137930,5620507096,,,PO From SAP,20240106 07:38:05.000000,10,['i2238'],['po59'],0,,,
206,0,6221389268,,,PO From WISE,20240106 07:49:35.000000,10,['i83293'],['po23019'],0,,,
207,0,6221389266,,,PO From WISE,20240106 08:01:02.000000,10,['i83291'],['po23017'],0,,,
208,0,6221388955,,,PO From WISE,20240106 08:03:34.000000,10,['i83286'],['po23013'],0,,,
209,0,6531388940,,,PO From SAP,20240106 08:12:16.000000,10,['i102351'],['po35544'],0,,,
210,4121130468,5811271123,,,PO From SAP,20240106 08:20:56.000000,10,['i75390'],['po21105'],0,,,
211,4120489552,5620505719,,,PO From SAP,20240106 08:21:51.000000,10,['i2206'],['po46'],0,,,
212,4120339479,5620505649,,,PO From SAP,20240106 08:28:06.000000,10,['i2192'],['po38'],0,,,
213,4121135948,5811271122,,,PO From SAP,20240106 08:32:16.000000,"10, 20","['i75388', 'i75389']",['po21104'],0,,,
214,4120515578,5620505722,,,PO From SAP,20240106 08:39:30.000000,10,['i2208'],['po47'],0,,,
215,4121137950,5620506037,,,PO From SAP,20240106 08:42:45.000000,"10, 20, 30, 40, 50, 60, 70, 80","['i2226', 'i2227', 'i2228', 'i2229', 'i2230', 'i2231', 'i2232', 'i2233']",['po56'],0,,,
216,4121135836,5620505496,,,PO From SAP,20240106 09:13:49.000000,10,['i2184'],['po34'],0,,,
217,4121135815,5620505498,,,PO From SAP,20240106 09:14:10.000000,20,['i2186'],['po35'],0,,,
218,4121135714,5620505483,,,PO From SAP,20240106 09:14:19.000000,30,['i2183'],['po33'],0,,,
219,4121135501,5620505483,,,PO From SAP,20240106 09:15:31.000000,20,['i2182'],['po33'],0,,,
220,4121135499,5911240208,,,PO From SAP,20240106 09:15:32.000000,10,['i80087'],['po22332'],0,,,
221,4121135319,5620505483,,,PO From SAP,20240106 09:24:30.000000,10,['i2181'],['po33'],0,,,
222,4121137652,5620506033,,,PO From SAP,20240106 09:37:37.000000,10,['i2225'],['po55'],0,,,
223,0,6221388948,,,PO From WISE,20240106 10:06:27.000000,10,['i83280'],['po23007'],0,,,
224,0,6221388949,,,PO From WISE,20240106 10:09:04.000000,10,['i83281'],['po23008'],0,,,
225,0,6221388950,,,PO From WISE,20240106 10:10:08.000000,10,['i83282'],['po23009'],0,,,
226,0,6221388951,,,PO From WISE,20240106 10:18:05.000000,10,['i83283'],['po23010'],0,,,
227,0,6221388952,,,PO From WISE,20240106 10:20:17.000000,10,['i83284'],['po23011'],0,,,
228,0,6221388953,,,PO From WISE,20240106 10:26:48.000000,10,['i83285'],['po23012'],0,,,
229,4120466585,5620505659,,,PO From SAP,20240106 10:29:28.000000,10,['i2194'],['po40'],0,,,
230,4121138333,5620507094,,,PO From SAP,20240106 10:59:07.000000,10,['i2234'],['po57'],0,,,
231,4121138051,5620505816,,,PO From SAP,20240106 11:04:59.000000,20,['i2221'],['po52'],0,,,
232,4121138319,5620507099,,,PO From SAP,20240106 11:09:59.000000,20,['i2245'],['po62'],0,,,
233,4120615629,5620505757,,,PO From SAP,20240106 11:10:58.000000,10,['i2211'],['po49'],0,,,
234,0,6221388933,,,PO From WISE,20240106 11:39:31.000000,"10, 20, 30, 40, 50, 60, 70, 80, 90","['i83256', 'i83257', 'i83258', 'i83259', 'i83260', 'i83261', 'i83262', 'i83263', 'i83264']",['po22998'],0,,,
235,0,6221388947,,,PO From WISE,20240106 11:52:33.000000,10,['i83279'],['po23006'],0,,,
236,4120445234,5620505716,,,PO From SAP,20240106 12:06:54.000000,10,['i2204'],['po45'],0,,,
237,0,6221388934,,,PO From WISE,20240106 12:14:09.000000,10,['i83265'],['po22999'],0,,,
238,0,6221388936,,,PO From WISE,20240106 12:14:10.000000,"10, 20, 30, 40, 50","['i83266', 'i83267', 'i83268', 'i83269', 'i83270']",['po23000'],0,,,
239,4121138318,5620507098,,,PO From SAP,20240106 12:15:23.000000,20,['i2243'],['po61'],0,,,
240,4121138292,5620507099,,,PO From SAP,20240106 12:16:26.000000,10,['i2244'],['po62'],0,,,
241,4121138291,5620507098,,,PO From SAP,20240106 12:29:00.000000,10,['i2242'],['po61'],0,,,
242,0,6221388937,,,PO From WISE,20240106 12:50:47.000000,10,['i83271'],['po23001'],0,,,
243,0,6221388938,,,PO From WISE,20240106 12:51:34.000000,"10, 20, 30","['i83272', 'i83273', 'i83274']",['po23002'],0,,,
244,0,6221388939,,,PO From WISE,20240106 12:57:27.000000,"10, 20","['i83275', 'i83276']",['po23003'],0,,,
245,0,6221388944,,,PO From WISE,20240106 13:10:10.000000,10,['i83277'],['po23004'],0,,,
246,4121138079,5811271121,,,PO From SAP,20240106 13:17:32.000000,"10, 20, 30, 40, 50, 60, 70, 80, 90","['i75379', 'i75380', 'i75381', 'i75382', 'i75383', 'i75384', 'i75385', 'i75386', 'i75387']",['po21103'],0,,,
247,4120977660,5620505761,,,PO From SAP,20240106 13:23:19.000000,10,['i2213'],['po50'],0,,,
248,21855026,5620505587,,,PO From SAP,20240106 13:24:13.000000,10,['i2187'],['po36'],0,,,
249,21854858,5620505645,,,PO From SAP,20240106 13:32:24.000000,"10, 20, 30, 40","['i2188', 'i2189', 'i2190', 'i2191']",['po37'],0,,,
250,0,6531388941,,,PO From SAP,20240106 13:36:06.000000,10,['i102352'],['po35545'],0,,,
251,0,5620505677,,,PO From SAP,20240106 13:39:19.000000,"10, 20, 30","['i2197', 'i2198', 'i2199']",['po42'],0,,,
252,0,5620505810,,,PO From SAP,20240106 13:40:16.000000,"10, 20, 30, 40, 50","['i2215', 'i2216', 'i2217', 'i2218', 'i2219']",['po51'],0,,,
253,4121138320,5620507094,,,PO From SAP,20240106 13:53:16.000000,20,['i2235'],['po57'],0,,,
254,4121138335,5620507095,,,PO From SAP,20240106 13:53:41.000000,10,['i2236'],['po58'],0,,,
255,4121138020,5911240212,,,PO From SAP,20240106 13:54:08.000000,"10, 20, 30","['i80089', 'i80090', 'i80091']",['po22334'],0,,,
256,0,6221388946,,,PO From WISE,20240106 13:59:14.000000,10,['i83278'],['po23005'],0,,,
257,4120342497,5620505709,,,PO From SAP,20240106 14:01:34.000000,"10, 20","['i2201', 'i2202']",['po44'],0,,,
258,4121138066,5620506027,,,PO From SAP,20240106 14:03:42.000000,10,['i2224'],['po54'],0,,,
259,4121138066,5811271120,,,PO From SAP,20240106 14:04:10.000000,10,['i75378'],['po21102'],0,,,
260,4121138334,5620507097,,,PO From SAP,20240106 14:05:01.000000,10,['i2240'],['po60'],0,,,
261,4120344984,5620505753,,,PO From SAP,20240106 14:12:04.000000,10,['i2210'],['po48'],0,,,
262,4121138323,5620507095,,,PO From SAP,20240106 14:13:32.000000,20,['i2237'],['po58'],0,,,
263,4121138321,5620507097,,,PO From SAP,20240106 14:15:57.000000,20,['i2241'],['po60'],0,,,
264,4120584435,5911240209,,,PO From SAP,20240106 14:20:25.000000,10,['i80088'],['po22333'],0,,,
265,0,6221388932,,,PO From WISE,20240106 14:20:34.000000,10,['i83255'],['po22997'],0,,,
266,0,5620498788,,,GR Goods Receipt,20240106 14:21:40.000000,"10, 20, 30, 40, 50, 60, 70","['i2090', 'i2091', 'i2092', 'i2093', 'i2094', 'i2095', 'i2096']",['po5'],5010658620,['gr2419'],,
267,4121133589,5620500994,,,GR Goods Receipt,20240106 14:27:28.000000,20,['i2121'],['po19'],5010658619,['gr2435'],,
268,0,5620503964,,,GR Goods Receipt,20240106 14:27:34.000000,"10, 20, 30, 40, 50, 60","['i2130', 'i2131', 'i2132', 'i2133', 'i2134', 'i2135']",['po23'],5010658651,['gr2441'],,
269,0,6221388934,,,GR Goods Receipt,20240106 14:27:45.000000,10,['i83265'],['po22999'],5010658711,['gr48659'],,
270,0,6221388953,,,GR Goods Receipt,20240106 14:30:53.000000,10,['i83285'],['po23012'],5010658754,['gr48675'],,
271,0,6221388951,,,GR Goods Receipt,20240106 14:39:09.000000,10,['i83283'],['po23010'],5010658695,['gr48673'],,
272,0,6221388952,,,GR Goods Receipt,20240106 14:40:41.000000,10,['i83284'],['po23011'],5010658697,['gr48674'],,
273,0,6221388950,,,GR Goods Receipt,20240106 14:42:07.000000,10,['i83282'],['po23009'],5010658700,['gr48672'],,
274,0,6221388949,,,GR Goods Receipt,20240106 14:46:10.000000,10,['i83281'],['po23008'],5010658763,['gr48671'],,
275,0,6221388948,,,GR Goods Receipt,20240106 14:52:15.000000,10,['i83280'],['po23007'],5010658765,['gr48670'],,
276,0,6221388947,,,GR Goods Receipt,20240106 14:53:22.000000,10,['i83279'],['po23006'],5010658759,['gr48669'],,
277,0,6221388946,,,GR Goods Receipt,20240106 14:54:47.000000,10,['i83278'],['po23005'],5010658791,['gr48668'],,
278,0,6221388937,,,GR Goods Receipt,20240106 14:58:53.000000,10,['i83271'],['po23001'],5010658714,['gr48661'],,
279,21855026,5620505587,,,GR Goods Receipt,20240106 15:03:08.000000,10,['i2187'],['po36'],5010659087,['gr2458'],,
280,0,6221388944,,,GR Goods Receipt,20240106 15:10:09.000000,10,['i83277'],['po23004'],5010659038,['gr48667'],,
281,0,5620487087,0-5620487087,4FE0582C12B3453597050009CC6604D0,Invoice Created,20240106 15:12:36.000000,10,['i1887'],,0,,['v9409'],
282,0,6221388944,0-6221388944,A2D44093222B4B928C248ECE06E3AACB,Invoice Created,20240106 15:14:29.000000,10,['i83277'],['po23004'],0,,['v19266'],
283,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,Invoice Errors,20240106 15:18:56.000000,10,['i83035'],,0,,['v21987'],
284,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,Invoice WF_GR_MISSING,20240106 15:22:17.000000,10,['i83035'],,0,,['v21987'],['wf20274']
285,0,6221381474,0-6221381474,B973AC7C74214420B1D2A64404936A7B,WF GR_Missing_Sent,20240106 15:28:31.000000,10,['i83035'],,0,,['v21987'],['wf20274']
286,4120344984,5620505753,,,GR Goods Receipt,20240106 15:34:21.000000,10,['i2210'],['po48'],5010659579,['gr2484'],,
287,4120615629,5620505757,,,GR Goods Receipt,20240106 15:38:28.000000,10,['i2211'],['po49'],5010659580,['gr2485'],,
288,4120339479,5620505649,,,GR Goods Receipt,20240106 15:39:17.000000,10,['i2192'],['po38'],5010659791,['gr2473'],,
289,4120466585,5620505659,,,GR Goods Receipt,20240106 15:42:40.000000,10,['i2194'],['po40'],5010659792,['gr2475'],,
290,4121135714,5620505483,,,GR Goods Receipt,20240106 15:49:45.000000,"10, 20","['i2181', 'i2182']",['po33'],5010659773,['gr2454'],,
291,4121135501,5620505483,,,GR Goods Receipt,20240106 16:05:12.000000,"10, 20","['i2181', 'i2182']",['po33'],5010659773,['gr2454'],,
292,4121135319,5620505483,,,GR Goods Receipt,20240106 16:09:22.000000,"10, 20","['i2181', 'i2182']",['po33'],5010659773,['gr2454'],,
293,4120552074,5620505660,,,GR Goods Receipt,20240106 16:10:02.000000,10,['i2196'],['po41'],5010659797,['gr2476'],,
294,4120339479,5620505692,,,GR Goods Receipt,20240106 16:12:07.000000,10,['i2200'],['po43'],5010659798,['gr2478'],,
295,4120342497,5620505709,,,GR Goods Receipt,20240106 16:15:36.000000,10,['i2201'],['po44'],5010659799,['gr2479'],,
296,4120342497,5620505709,,,GR Goods Receipt,20240106 16:17:12.000000,20,['i2202'],['po44'],5010659800,['gr2480'],,
297,4120445234,5620505716,,,GR Goods Receipt,20240106 16:19:16.000000,10,['i2204'],['po45'],5010659821,['gr2481'],,
298,4120489552,5620505719,,,GR Goods Receipt,20240106 16:19:32.000000,10,['i2206'],['po46'],5010659822,['gr2482'],,
299,4120515578,5620505722,,,GR Goods Receipt,20240106 16:24:33.000000,10,['i2208'],['po47'],5010659823,['gr2483'],,
300,4120339479,5620505652,,,GR Goods Receipt,20240106 16:34:03.000000,10,['i2193'],['po39'],5010659824,['gr2474'],,
301,0,5620501144,,,GR Goods Receipt,20240106 16:43:14.000000,"10, 20","['i2123', 'i2124']",['po21'],5010659984,['gr2438'],,
302,4121140490,5620507817,,,PR Purchase Request,20240107 16:44:56.000000,10,['i2287'],,0,,,
303,21855278,5620509124,,,PR Purchase Request,20240107 16:48:24.000000,10,['i2337'],,0,,,
304,4121140491,5620507815,,,PR Purchase Request,20240107 16:52:04.000000,10,['i2286'],,0,,,
305,21855311,5620510476,,,PR Purchase Request,20240107 16:55:45.000000,70,['i2395'],,0,,,
306,21855312,5620510485,,,PR Purchase Request,20240107 17:03:20.000000,60,['i2405'],,0,,,
307,21855277,5620509123,,,PR Purchase Request,20240107 17:18:36.000000,10,['i2336'],,0,,,
